Course Code,Course Title,Historical Consciousness,Aesthetic Exploration,Philosophical Inquiry and Life’s Meanings,Social Inquiry II,Social Inquiry I,Scientific Inquiry II,Scientific Inquiry I,Quantitative Reasoning II,Quantitative Reasoning I,Ethical Reasoning,Global Citizenship and Intercultural Literacy,The Individual in Community,Digital/Multimedia Expression,Oral and/or Signed Communication,Writing-Intensive Course,"Writing, Research, and Inquiry",First-Year Writing Seminar,Creativity / Innovation,Teamwork / Collaboration,Research and Information Literacy,Critical Thinking
CAS HI 226S,Cities and Cultures,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAS HI 239,African History through Popular Culture,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CAS HI 250E,BRIT YOUTH CULT,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS HI 310,Social and Cultural History of Modern Italy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS HI 426,Music and Ideas from Mozart to the Jazz Age,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS HI 528,Engineering Boston,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
CAS JS 121,"Judaism, Christianity, and Islam",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CAS JS 130,Masterpieces of Modern Hebrew Literature (in English translation),0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS JS 136,Jewish Literature,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS JS 246,Jewish Mysticism,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
CAS JS 250,"Holy City: Jerusalem in Time, Space, and Imagination",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CAS JS 283,Israeli Culture through Film (in English translation),0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS JS 383,Israeli Culture through Film (in English translation),0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS LC 250,Masterpieces of Classical Chinese Literature (in English translation),0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LC 251,Masterpieces of Modern Chinese Literature (in English translation),0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LC 260,Gateway to Asian Cultures,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LC 281,Chinese Theater,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LC 287,Screening Modern China (in English translation),0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LC 287S,Screening Modern China (in English translation),0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LC 314,Classical Chinese 1 for Students of East Asia,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LC 315,Classical Chinese,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LC 320,Advanced Classical Chinese,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LC 416,Chinese through Literary Masterpieces,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
CAS LC 451,"Visual Politics: Propaganda Art, Literature, and ""Model Films"" during the Chinese Cultural Revol",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS LC 480,Modern Chinese Literature & Film,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LF 308,French through Film and Media,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
CAS LF 343E,FRANCE IN PARIS,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CAS LF 350,Reading the French Way,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS LF 350E,INTRO FR TEXTS,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS LF 350S,Introduction to Analysis of French Texts,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS LF 351,Introduction to the French Novel,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS LF 441,Topics in Urban Imgainaries in Literature and Film,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
CAS LF 455,Studies in Nineteenth-Century French Literature,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS LF 462,Cinema-Monde: Mapping French Film,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CAS LF 464,Author/Auteur,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS LF 479,Fatal Women and Dangerous Bodies,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS LF 487,Topics in Memory & Monument,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
CAS LF 641,Topics in Urban Imaginaries in Literature and Film,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
CAS LF 655,Studies in Nineteenth-Century French Literature,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS LF 662,Cinema-Monde: Mapping French Film,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CAS LF 664,Author/Auteur,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS LF 687,Topics in Memory & Monument,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
CAS LG 250,Masterpieces of German Literature (in English Translation),0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LG 283,The Faust Tradition,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAS LG 335,"Music, Art, and History in the German-Speaking World",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LG 350,Introduction to German Literature,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS LG 463,German Theatre,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
CAS LH 250,Masterpieces of Modern Hebrew Literature (taught in English),0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CAS LH 283,Israeli Culture through Film (taught in English),0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS LI 330,Social and Cultural History of Modern Italy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS LI 351,Italian Literature II: Renaissance and Baroque,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS LI 352,Italian Literature III: Modern Period,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS LI 354E,CONTMP ITAL LIT,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS LI 355,Italian Migrant Literature,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS LI 355E,MIGRNT ITAL LIT,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS LI 355S,ITA MIGR LIT,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS LJ 250,Masterpieces of Japanese Literature (in English translation),0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LJ 251,Modern Japanese Literature (in English translation),0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LJ 260,Gateway to Asian Cultures,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LJ 283,Modern Japanese Culture in Cinema (in English translation),0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LJ 283S,Modern Japanese Culture in Cinema (in English translation),0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LJ 314,Classical Chinese I for Students of East Asia,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LJ 360,Haiku,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
CAS LJ 386,Japanese Translation/Interpretation Workshop,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
CAS LJ 460,Haruki Murakami and His Sources,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CAS LK 250,Introduction to Korean Literature (in English translation),0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LK 260,Gateway to Asian Cultures,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LK 314,Classical Chinese 1 for Students of East Asia,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LK 375,Growing Up in Korea,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LK 383,Modern Korean Culture through Cinema (in English translation),0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CAS LK 460,Korean Translation,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAS LK 475,Major Authors in Korean Literature,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAS LK 660,Korean Translation,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAS LK 675,Major Authors in Korean Literature,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAS LN 260,Gateway to Asian Cultures,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LN 260E,ASIAN CULTURE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CAS LN 380,Modern India through Bollywood,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAS LN 470,Topics in South Asian Literature and Culture,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LP 352,Tropical Metropolis and Brazilian Modernity,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LP 360,Introduction to Brazilian Cinema (in English translation),0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LP 362,Inventing Brazil (in English Translation),0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LP 580,Music and Politics in Brazil,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LR 250,Classics of Russian Prose (in English translation),0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LR 280,Dostoevsky (in English translation),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS LR 281,Tolstoy (in English translation),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS LR 282,Russian Prose Classics of the Twentieth Century (in English translation),0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS LR 288,Dostoevsky's Brothers Karamazov,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS LR 355,Chekhov: The Stories and Plays (in English translation),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAS LR 457,Advanced Russian Language and Literature,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS LS 350,Introduction to Analysis of Hispanic Texts,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LS 350E,Introduction to Analysis of Hispanic Texts,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LS 350S,Introduction to Analysis of Hispanic Texts,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LS 410,Religion and Literature in Medieval Spain,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS LS 449E,CTMP SPAN NOVEL,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
CAS LS 452,Topics in Latin American Literature and Culture,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAS LS 452E,TPCS LAT AM LIT,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAS LS 454,Survey of Nineteenth and Twentieth Century Spanish Literature,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS LS 456,Medieval and Early Modern Iberian Literature,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS LS 457,Twentieth Century Spanish American Literature,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAS LS 477,Contemporary Spanish Cinema,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
CAS LS 477E,Contemporary Spanish Cinema,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
CAS LS 548,Topics in Text/Image/Spectacle in the Hispanic World,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
CAS LS 568,Prose Fiction of the Spanish Middle Ages,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LS 579,Topics in Hispanic Cinemas,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAS LT 389,The Interplay of Literature and History on the Turkic Silk Road,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAS LX 120,Language and Music,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS LY 284,War in Arab Literature and Film (in English translation),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAS LY 284S,War in Arab Literature and Film,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAS LY 350,Introduction to Arabic Literature,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS LY 441,1001 Nights in the World Literary Imagination,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS LY 741,1001 Nights in the World Literary Imagination,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS LZ 315,Tradition and Modernity in Iranian Film and Literature,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS LZ 315S,Tradition and Modernity in Iranian Film and Literature,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS LZ 380,Persian Epic and Romance (in English translation),0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS LZ 381,Rumi and Persian Sufi Poetry (in English translation),0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS PH 159,Philosophy and Film,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS PH 259,Philosophy of the Arts,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS PH 489,Henry James and New Media,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
CAS PH 689,Henry James and New Media,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
CAS RN 103,Religions of Asia,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
CAS RN 103S,Religions of Asia,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
CAS RN 104,"Judaism, Christianity, and Islam",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CAS RN 104S,"Judaism, Christianity, and Islam",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CAS RN 203,Religion and Film,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAS RN 213,Hinduism,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS RN 220,"Holy City: Jerusalem in Time, Space, and Imagination",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CAS RN 220S,"The Holy City: Jerusalem in Time, Space, and Imagination",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CAS RN 294,Religion and Black Popular Music,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS RN 294S,Religion and Black Popular Music,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS RN 296,Religion and Hip Hop,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
CAS RN 326,Jewish Mysticism,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
CAS RN 348,Rumi and Persian Sufi Poetry (in English translation),0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS RN 364,Buddhist Literature,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAS RN 375,"Culture, Society, and Religion in South Asia",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS RN 400,Writing Religion,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS RN 432,"Gender, Sexuality, and Buddhism",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAS RN 626,Jewish Mysticism,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
CAS RN 664,Buddhist Literature,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAS RN 675,"Culture, Society and Religion in South Asia",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS RN 732,"Gender, Sexuality, and Buddhism",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAS WS 319,Disability and Queerness in Speculative Fiction,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CAS WS 326,Arts of Gender,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS WS 326E,Arts of Gender,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS WS 375,Growing Up in Korea,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS WS 380,Gender and Identity in Contemporary Middle Eastern Film,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CAS WS 382,Women's Literary Cultures,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS WS 395,"Inhuman Films: Genders, Animals, Machines",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
CAS WS 432,"S24: Gender, Sexuality, and Buddhism",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAS WS 479,Fatal Women and Dangerous Bodies,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS WS 562,Studies in Asexualities,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
CAS WS 679,Fatal Women and Dangerous Bodies,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS XL 100,Leaving Home: Explorations in World Literature,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS XL 222,Introduction to Western Literatures,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS XL 223,Introduction to Middle Eastern Literatures,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS XL 224,Introduction to East Asian Literatures,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS XL 225,Introduction to South Asian Literatures,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS XL 225S,Introduction to South Asian Literatures,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS XL 230,Topics in Big Fat Books,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAS XL 230S,Topics in Big Fat Books: The Iliad,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAS XL 236,Jewish Literature,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS XL 244,Greek Drama in Translation,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
CAS XL 260,Gateway to Asian Cultures,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS XL 284,War in Arab Literature and Film (in English translation),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAS XL 315,Tradition and Modernity in Iranian Film and Literature,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS XL 315S,Tradition and Modernity in Iranian Film and Literature,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS XL 342S,Travel Writing and the Muslim World,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS XL 343,Alexander the Great in the East,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CAS XL 344,Global Shakespeares,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CAS XL 368,Religion and Film,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAS XL 377,Global Asian Literature,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAS XL 380,Gender and Identity in Contemporary Middle Eastern Film,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CAS XL 381,Topics in Gender and Literature (in English translation),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
CAS XL 389,The Interplay of Literature and History on the Turkic Silk Road,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAS XL 441,1001 Nights in the World Literary Imagination,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS XL 451,"Visual Politics: Propaganda Art, Literature, and ""Model Films"" during the Chinese Cultural Revolut",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS XL 741,1001 Nights in the World Literary Imagination,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CFA AR 121,Foundation Sculpture,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
CFA AR 121S,Foundation Sculpture,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
CFA AR 132,Drawing One: Drawing as Visual Language,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CFA AR 193,Visual Arts Drawing,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CFA AR 224,New Genres in Sculpture,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CFA AR 225,"Sophomore Graphic Design Fall: Form-Making, Communication",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CFA AR 225E,SOPH DESIGN,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CFA AR 225S,Graphic Design,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CFA AR 243,Photography 1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
CFA AR 243S,PHOTOGRAPHY 1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
CFA AR 250,Introduction to Printmaking,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CFA AR 261,Introduction to Art Education,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CFA AR 415,Photography 1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
CFA AR 415S,Photography 1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
CFA AR 470,Ceramics 1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
CFA AR 470S,Ceramics 1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
CFA AR 501,DRW VEN,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CFA AR 501E,DRAWING VENICE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CFA AR 770,Ceramics 1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
CFA MH 106,Music and Culture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CFA MH 400,Music of Black Americans,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CFA MH 403,Latinos Making Music in the United States,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CFA MH 408,Bob Dylan: Music and Words,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CFA MH 409,Music of Black Americans,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CFA MH 411,"Race, Memory, and Diaspora in US Popular Music",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
CFA MH 432,History of Jazz,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CFA MH 432S,History of Jazz,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CFA MH 436,Musical Culture,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
CFA MT 105,Elements of Music Theory,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CFA MT 105S,Elements of Music Theory 1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CFA MT 202,Music Theory 4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
CFA TH 124,Acting 2: Intro to Scene Study,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CFA TH 139,20th Century Dance History,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CFA TH 157,Introduction to Design 1: Storytelling and Collaboration for Live Performance,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CFA TH 239,Aesthetic and Philosophy of Dance,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CFA TH 508E,CONTEMP BR THEA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
